商品ｺｰﾄﾞ,商品名,商品名索引,単位,得意先(検索)ｺｰﾄﾞ,得意先(検索)名,,
740092I001001,LED蛍光灯 PCｶﾊﾞｰ W67 L=1200 200以上,LEDｹｲｺｳﾄｳ,本,740092,(株)ナニワ,"
",
740092I001002,LED蛍光灯 PCｶﾊﾞｰ W67 L=1200 500以上,LEDｹｲｺｳﾄｳ,本,740092,(株)ナニワ,"
",
740092I001003,LED蛍光灯 PCｶﾊﾞｰ W67 L=1200 1300以上,LEDｹｲｺｳﾄｳ,本,740092,(株)ナニワ,"
",
740101I001001,3Dﾌﾟﾘﾝﾀｰ用 AR-45ﾍﾞｰｽﾌｨﾗﾒﾝﾄ 3巻,ﾌｨﾗﾒﾝﾄ,式,23904,㈱東穂 本社,"
",
741092I001001,13㎜用 U型ｱﾀｯﾁﾒﾝﾄ L=2000,13mmUｶﾞﾀ,本,741092,㈱日新複層硝子,"
",
754022I000101,3Dﾌﾟﾘﾝﾀｰ用ﾌｨﾗﾒﾝﾄ Type-B,3Dﾌﾟﾘﾝﾀｰﾖｳ,巻,25912,㈲ﾎﾞｰﾀﾞｯｸ,"
",
754062I001001,ｻｲｼﾞﾝｸﾞ目地材 L=3000,ｻｲｼﾞﾝｸﾞ,本,754062,㈱北友,"
",
763021D001001,27C7Z0995 SHAFT RING t=2,SHAFT,,763021,ﾊﾟﾅｿﾆｯｸｴｺｼｽﾃﾑｽﾞﾍﾞﾝﾃｯ,"
",
764072I001001,水耕栽培 しぶき止 本体 L=2500,ｼﾌﾞｷﾄﾞﾒ ﾎﾝ,本,764072,森六ケミカルズ(株),"
",
764072I001002,水耕栽培 しぶき止ﾊﾟｯｷﾝ,ｼﾌﾞｷﾄﾞﾒﾊﾟｯ,ｍ,764072,森六ケミカルズ(株),"
",
764072I001003,水耕栽培 波止 L=1000,ﾅﾐﾄﾒ L=100,本,764072,森六ケミカルズ(株),"
",
784021D001001,AT材　3K-25350,AT,,784032,ＹＫＫ ＡＰ㈱,"
",
784032B001001,3K22331　10mm幅のり付き,3k22331 10,M,784032,ＹＫＫ ＡＰ㈱,"
",
784032B001003,3K25455 10mmx1.2mm ﾃｰﾌﾟ有 1400個/回,3K25455,個,784032,ＹＫＫ ＡＰ㈱,"
",
784032B001004,3K25455 10mmx1.2mm ﾃｰﾌﾟ有 2000個/回,3K25455,個,784032,ＹＫＫ ＡＰ㈱,"
",
784032B002001,3K22333　15mm幅のり付き,3K22333 15,M,784032,ＹＫＫ ＡＰ㈱,"
",
784032B002002,3K22334　15mm幅のり無し,3K22334 15,M,784032,ＹＫＫ ＡＰ㈱,"
",
784032B003001,3K22335　20mm幅のり付き,3K22335 20,M,784032,ＹＫＫ ＡＰ㈱,"
",
784032B003002,3K22336　20mmﾃｰﾌﾟ無し,3K22922 10,ｍ,784032,ＹＫＫ ＡＰ㈱,"
",
784032B003003,3K25456 20mmx1.2mm ﾃｰﾌﾟ有 600個/回,3K25456,個,784032,ＹＫＫ ＡＰ㈱,"
",
784032B003004,3K25456 20mmx1.2mm ﾃｰﾌﾟ有 1000個/回,3K25456,個,784032,ＹＫＫ ＡＰ㈱,"
",
784032B004001,3K22922　10mmﾃｰﾌﾟ有 L=1000,3K22922 10,本,784032,ＹＫＫ ＡＰ㈱,"
",
784061I001001,TS_COVER 900L 01 3000本,TS_COVER,本,784061,和光電研,"
",
784082D001004,LEDｶﾊﾞｰ ﾄﾞｰﾑﾀｲﾌﾟ 乳白 L=2000,LEDｶﾊﾞ-ﾌﾗｯ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082D002010,LEDｶﾊﾞｰ ﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=319,LEDｶﾊﾞｰ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082D002011,LEDｶﾊﾞｰ ﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=399,LEDｶﾊﾞｰ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082D002012,LEDｶﾊﾞｰ ﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=509,LEDｶﾊﾞｰ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082D002013,LEDｶﾊﾞｰ ﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=619,LEDｶﾊﾞｰ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082D002014,LEDｶﾊﾞｰ ﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=699,LEDｶﾊﾞｰ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082D002015,LEDｶﾊﾞｰ ﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=809,LEDｶﾊﾞｰ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082D002016,LEDｶﾊﾞｰ ﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=999,LEDｶﾊﾞｰ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082D002017,LEDｶﾊﾞｰ ﾌﾗｯﾄﾀｲﾌﾟ02 乳白　使用ｼﾅｲ,LEDｶﾊﾞｰﾌﾗｯ,ｍ,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082D002018,LEDｶﾊﾞｰ ﾌﾗｯﾄﾀｲﾌﾟ02乳白(1000M以上)*I*,ﾎﾟﾘｶｶﾊﾞｰ,M,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082D002019,LEDｶﾊﾞｰ ﾌﾗｯﾄﾀｲﾌﾟ02乳白(2000M以上)*I*,ﾎﾟﾘｶｶﾊﾞｰ,M,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082D002020,LEDｶﾊﾞｰ ﾌﾗｯﾄﾀｲﾌﾟ02乳白(250～999M)*I*,ﾎﾟﾘｶｶﾊﾞｰ,M,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082D002022,LEDｶﾊﾞｰﾌﾗｯﾄﾀｲﾌﾟ 02乳白(250M以上)*I*,ﾎﾟﾘｶｶﾊﾞｰ,M,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082I001001,LEDｶﾊﾞｰ ﾌﾗｯﾄﾀｲﾌﾟ02 乳白 250ｍ～999ｍ,LEDｶﾊﾞｰ ﾌﾗ,ｍ,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082I001002,LEDｶﾊﾞｰ ﾌﾗｯﾄﾀｲﾌﾟ02 乳白1000～1999ｍ,LEDｶﾊﾞｰ ﾌﾗ,ｍ,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082I001003,LEDｶﾊﾞｰ ﾌﾗｯﾄﾀｲﾌﾟ02 乳白 2000ｍ以上,LEDｶﾊﾞｰ ﾌﾗ,ｍ,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082I002001,LEDｶﾊﾞｰﾄﾞｰﾑﾀｲﾌﾟ 乳白 L=396 250ｍ,LEDｶﾊﾞｰ ﾄﾞ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082I002002,LEDｶﾊﾞｰﾄﾞｰﾑﾀｲﾌﾟ 乳白 L=506 250ｍ,LEDｶﾊﾞｰﾄﾞ-,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082I002003,LEDｶﾊﾞｰﾄﾞｰﾑﾀｲﾌﾟ 乳白 L=806 250ｍ,LEDｶﾊﾞｰﾄﾞ-,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082I002004,LEDｶﾊﾞｰﾄﾞｰﾑﾀｲﾌﾟ 乳白 L=1106(1000以下,LEDｶﾊﾞｰﾄﾞｰ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082I002005,LEDｶﾊﾞｰﾄﾞｰﾑﾀｲﾌﾟ 乳白 L=1306 250m,LEDｶﾊﾞｰﾄﾞｰ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082I002006,LEDｶﾊﾞｰﾄﾞｰﾑﾀｲﾌﾟ 乳白 L=1416(1000以下,LEDｶﾊﾞｰﾄﾞｰ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082I002007,LEDｶﾊﾞｰﾄﾞｰﾑﾀｲﾌﾟ 乳白 L=2000 250ｍ,LEDｶﾊﾞｰﾄﾞｰ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082I003001,LEDｶﾊﾞｰﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=3000(1000以下,LEDｶﾊﾞｰﾌﾗｯ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082I003002,LEDｶﾊﾞｰﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=2500(1000以下,LEDｶﾊﾞｰﾌﾗｯ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082I003003,LEDｶﾊﾞｰﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=2049(1000以下,LEDｶﾊﾞｰﾌﾗｯ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082I003004,LEDｶﾊﾞｰﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=2000(1000以下,LEDｶﾊﾞｰﾌﾗｯ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082I003005,LEDｶﾊﾞｰﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=1989(1000以下,LEDｶﾊﾞｰﾌﾗｯ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082I003006,LEDｶﾊﾞｰﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=1799(1000以下,LEDｶﾊﾞｰﾌﾗｯ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082I003007,LEDｶﾊﾞｰﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=1769(1000以下,LEDｶﾊﾞｰﾌﾗｯ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082I003008,LEDｶﾊﾞｰﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=1719(1000以下,LEDｶﾊﾞｰ ﾌﾗ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082I003009,LEDｶﾊﾞｰﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=1659(1000以下,LEDｶﾊﾞｰﾌﾗｯ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082I003010,LEDｶﾊﾞｰﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=1609(1000以下,LEDｶﾊﾞｰﾌﾗｯ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082I003011,LEDｶﾊﾞｰﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=1499(1000以下,LEDｶﾊﾞｰﾌﾗｯ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082I003012,LEDｶﾊﾞｰﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=1469(1000以下,LEDｶﾊﾞｰﾌﾗｯ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082I003013,LEDｶﾊﾞｰﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=1419(1000以下,LEDｶﾊﾞｰﾌﾀｯ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082I003014,LEDｶﾊﾞｰﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=1389(1000以下,LEDｶﾊﾞｰﾌﾗｯ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082I003015,LEDｶﾊﾞｰﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=1309 1000以下,LEDｶﾊﾞｰﾌﾗｯ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082I003016,LEDｶﾊﾞｰﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=1279(1000以下,LEDｶﾊﾞｰﾌﾗｯ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082I003017,LEDｶﾊﾞｰﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=1219(1000以下,LEDｶﾊﾞｰﾌﾗｯ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082I003018,LEDｶﾊﾞｰﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=1139(1000以下,LEDｶﾊﾞｰﾌﾗｯ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082I003019,LEDｶﾊﾞｰﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=1109(1000以下,LEDｶﾊﾞｰﾌﾗｯ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082I003020,LEDｶﾊﾞｰﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=1089(1000以下,LEDｶﾊﾞｰﾌﾗｯ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082I003021,LEDｶﾊﾞｰﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=1000(1000以下,LEDｶﾊﾞｰﾌﾗｯ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082I003022,LEDｶﾊﾞｰﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=999(1000以下,LEDｶﾊﾞｰﾌﾗｯ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082I003023,LEDｶﾊﾞｰﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=839(1000以下),LEDｶﾊﾞｰﾌﾗｯ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082I003024,LEDｶﾊﾞｰﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=809(1000以下,LEDｶﾊﾞｰﾌﾗｯ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082I003025,LEDｶﾊﾞｰﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=806(1000以下,LEDｶﾊﾞｰﾌﾗｯ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082I003026,LEDｶﾊﾞｰﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=699(1000以下,LEDｶﾊﾞｰﾌﾗｯ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082I003027,LEDｶﾊﾞｰﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=669(1000以下),LEDｶﾊﾞｰﾌﾗｯ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082I003028,LEDｶﾊﾞｰﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=619(1000以下,LEDｶﾊﾞｰﾌﾗｯ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082I003029,LEDｶﾊﾞｰﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=509(1000以下,LEDｶﾊﾞｰﾌﾗｯ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082I003030,LEDｶﾊﾞｰﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=506(1000以下,LEDｶﾊﾞｰﾌﾗｯ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082I003031,LEDｶﾊﾞｰﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=399(1000以下,LEDｶﾊﾞｰﾌﾗｯ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082I003032,LEDｶﾊﾞｰﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=396(1000以下,LEDｶﾊﾞｰﾌﾗｯ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784082I003033,LEDｶﾊﾞｰﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=319(1000以下,LEDｶﾊﾞｰﾌﾗｯ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
784091D001001,OT-1改 ｾﾝﾀｰﾊﾟｯｷﾝ(50M巻),OT-1ｶｲ,巻,784091,㈱ﾜﾝﾜｰﾄﾞ,"
",
784091D001002,OT-2改 側面ﾊﾟｯｷﾝ(100M巻),OT-2ｶｲ,巻,784091,㈱ﾜﾝﾜｰﾄﾞ,"
",
784091D001004,OT-4改 ｵｰﾊﾞｰﾗｯﾌﾟﾊﾟｯｷﾝ 4.5m,ｵｰﾊﾞｰﾗｯﾌﾟﾊ,本,784091,㈱ﾜﾝﾜｰﾄﾞ,"
",
784091D001006,OW-3 ｽﾞﾘﾊﾟｯｷﾝ(ｸﾞﾚｰ),ｽﾘﾊﾟｯｷﾝ(ｸﾞ,m,784091,㈱ﾜﾝﾜｰﾄﾞ,"
",
784091D001007,OT-4改 ｵｰﾊﾞｰﾗｯﾌﾟﾊﾟｯｷﾝ 2.6m,ｵｰﾊﾞｰﾗｯﾌﾟﾊ,本,784091,㈱ﾜﾝﾜｰﾄﾞ,"
",
784091D001008,OT-4改 ｵｰﾊﾞｰﾗｯﾌﾟﾊﾟｯｷﾝ 1.4m,ｵｰﾊﾞｰﾗｯﾌﾟﾊ,本,784091,㈱ﾜﾝﾜｰﾄﾞ,"
",
784091D001009,OT-4改 ｵｰﾊﾞｰﾗｯﾌﾟﾊﾟｯｷﾝ 1.7m,ｵｰﾊﾞｰﾗｯﾌﾟﾊ,本,784091,㈱ﾜﾝﾜｰﾄﾞ,"
",
784091D001010,OT-4改 ｵｰﾊﾞｰﾗｯﾌﾟﾊﾟｯｷﾝ 2.25m,ｵｰﾊﾞｰﾗｯﾌﾟﾊ,本,784091,㈱ﾜﾝﾜｰﾄﾞ,"
",
784091D002001,OW-1 ｾﾝﾀｰﾊﾟｯｷﾝ (50M巻),OW-1,巻,784091,㈱ﾜﾝﾜｰﾄﾞ,"
",
784091D002002,OW-2 側面ﾊﾟｯｷﾝ (100M巻),OW-2,巻,784091,㈱ﾜﾝﾜｰﾄﾞ,"
",
784091D002003,OW-3 ｽﾞﾘﾊﾟｯｷﾝ (80M巻),OW-3,巻,784091,㈱ﾜﾝﾜｰﾄﾞ,"
",
784091D003001,導電性 反転SWﾊﾟｯｷﾝ L=1750MM,ﾄﾞｳﾃﾞﾝｾｲ ﾄ,本,784091,㈱ﾜﾝﾜｰﾄﾞ,"
",
790031D001001,樹脂ﾌｧｲﾊﾞｰTZ05KB03 φ6.3 L=800mm,ｼﾞｭｼﾌｧｲﾊﾞｰ,,784041,ﾜｲｺﾑ,"
",
790061I001001,LEDｶﾊﾞｰ ﾄﾞｰﾑﾀｲﾌﾟ 乳白 L=1106,LEDｶﾊﾞｰ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
790061I001002,LEDｶﾊﾞｰ ﾄﾞｰﾑﾀｲﾌﾟ 乳白 L=1306,LEDｶﾊﾞｰﾌﾗｯ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
790061I001003,LEDｶﾊﾞｰ ﾄﾞｰﾑﾀｲﾌﾟ 乳白 L=1416,LEDｶﾊﾞｰ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
790061I001005,LEDｶﾊﾞｰ ﾄﾞｰﾑﾀｲﾌﾟ 乳白 L=506,LEDｶﾊﾞｰ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
790061I001006,LEDｶﾊﾞｰ ﾄﾞｰﾑﾀｲﾌﾟ 乳白 L=806,LEDｶﾊﾞｰ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
790061I002001,LEDｶﾊﾞｰ ﾌﾗｯﾄﾀｲﾌﾟ 乳白,LEDｶﾊﾞｰﾌﾗｯ,ｍ,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
790061I002002,LEDｶﾊﾞｰ ﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=1109,LEDｶﾊﾞｰ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
790061I002003,LEDｶﾊﾞｰ ﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=1219,LEDｶﾊﾞｰﾌﾗｯ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
790061I002004,LEDｶﾊﾞｰ ﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=1419,LEDｶﾊﾞｰ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
790061I002005,LEDｶﾊﾞｰ ﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=1609,LEDｶﾊﾞｰ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
790061I002006,LEDｶﾊﾞｰ ﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=1309,LEDｶﾊﾞｰﾌﾗｯ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
790061I002007,LEDｶﾊﾞｰ ﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=1719,LEDｶﾊﾞｰ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
790061I002008,LEDｶﾊﾞｰ ﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=1799,LEDｶﾊﾞｰ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
790061I002009,LEDｶﾊﾞｰ ﾌﾗｯﾄﾀｲﾌﾟ 乳白 L=2000,LEDｶﾊﾞｰﾌﾗｯ,本,784082,㈱ﾜﾝ･ﾊﾞｲ･ﾜﾝ,"
",
790071D001003,OT-3改 ｽﾞﾘﾊﾟｯｷﾝ(80M巻),OT-3ｶｲ,巻,784091,㈱ﾜﾝﾜｰﾄﾞ,"
",
